class,average_income,access_to_resources,school_quality,neighborhood_safety,community_engagement,public_transport_access,healthcare_access,internet_access,library_access,employment_rate
0,25404.803824662253,1.6904651835691817,0.46075107580352426,1.1203613923336968,1.7599120838631213,1.0865217386517603,0.4650121021921738,1.888899138191507,1.223559484438768,0.5412060921661622
2,49094.86936137728,4.770781386449993,5.175548980337851,5.909209405560662,4.662745192291918,4.8982522908380535,4.883204281083645,5.17861628905164,4.107943272989992,0.7206985223286282
0,20065.060678800128,1.8296173185069684,0.15667244249454293,0.45575003014594695,0.7006744661362654,1.8377122178514993,0.8795656769814086,1.0457981674765078,1.7799313688331324,0.517999634756587
4,61669.12212837799,8.488464119355857,8.24028487671119,9.744240809977459,9.755375698957717,8.02123846495392,8.773946489636367,8.142850305865728,8.487713538839426,0.9144916248387772
1,38145.61556102616,3.3870813746075337,3.3086786259227807,2.565826979498498,3.4155426978174876,3.9783408015341886,2.089760610179491,2.2986918098891556,3.340190775001674,0.6220609642641517
0,28939.071065774828,1.4714267009645445,0.9731611233809017,0.4909965182531204,1.5125254219752258,0.9594686287450576,1.0690547484486355,1.6990521535283023,1.5960382241323234,0.5550636013347395
1,37071.60620868271,2.5479258386612322,3.5166641736688673,2.9967503961987014,3.3640069683353255,3.251079294467195,2.145623984249722,3.9813519556516166,3.080077434566394,0.668374506328784
3,59915.601636398205,6.053939756601055,6.8513549619811425,6.142409010512988,6.211584489583073,6.720105111611431,7.603837361435888,6.830358271796539,6.674668044157248,0.8314056561016269
2,40902.15929586569,4.730474684101511,4.255196813665876,4.768614025986566,5.915991642112456,5.7050533393909975,5.382614285689563,5.620172167449859,5.955806748962154,0.7548746969507864
4,65456.765158365604,8.090392294612272,9.74410730766165,8.711351936219486,9.818272574255856,9.123975890236766,8.70547401328707,9.255171532661304,8.556879426541391,0.934125265945385
4,66849.94722647587,9.801507550804356,8.165776942290645,8.320203111403547,8.472440253662908,9.32562187249953,9.294272764424926,9.918118547343427,9.89732467424654,0.9696509973673996
1,37026.44720369088,3.907050525868116,2.3779292850707643,3.721589690549821,3.6079883822876826,3.297809416121353,2.466074013118196,2.4762744708881863,2.3124482673694633,0.698848622032025
2,47934.846153441824,5.470759831892001,4.553953731923702,4.771779287418767,4.8187928629946395,4.727964279795465,4.530500129913265,5.089671486015886,4.778444263044687,0.7689016968382884
4,69176.26045099384,9.453369170627667,9.990561214130853,9.963840359027365,9.367533935728966,8.151981991613232,8.62826703385081,8.817591636685192,8.276991168294604,0.9059030576837653
0,23616.414456171147,0.4817853388234612,0.8337196403519678,1.7994158980755486,0.331205999626468,1.6154124521881001,1.5940231998706595,1.0834319518860305,0.004480946147392029,0.547723495783399
4,60429.63392807636,8.14785115311617,9.00341706095623,8.389621399139852,9.077108501312841,8.579431838368635,8.42138269369217,8.537716166837711,8.52051708079295,0.9770387492634531
0,23624.419144809584,1.6042092717218333,1.539393501947737,1.0102443446758769,0.2532325991198121,1.697860456955409,1.125562454972077,0.995492325431488,0.17442080183790942,0.5542241606253582
4,66716.14763387234,9.118323863106735,9.272831170677627,9.203608276733107,9.072334330716231,9.217286017581653,8.40093422884297,9.24960829344953,9.972691046180694,0.9951063029722897
0,22134.560873336435,1.36325506157435,1.6828413838826668,1.6379210058872422,0.4871879121144256,0.707407916194956,0.5700748501248298,0.16243176799898418,1.5233066359036052,0.5054771679204211
3,58099.7295155871,7.55928213617246,6.9728669171757875,7.77128549930279,6.9049330575376295,7.188494297947246,6.470962585972982,7.485974509615247,6.007409592644017,0.8291155543295678
1,32197.644577228308,2.818868537904538,3.944355374986444,3.2480360423109795,3.3359387343488613,3.290985384722875,3.290009342146572,3.4130459263208346,2.4472931696471845,0.6220718107639789
3,50100.63402380174,6.289093179956636,7.593624723172616,6.0702684062844305,7.754149163321237,7.413366815517344,7.053457888911561,7.760915202902971,7.340248482567434,0.876762220176359
0,25080.807742235793,1.5900735987257908,0.8027307766265304,0.9625528990362586,0.3305780061705561,1.6446762690141425,1.4425982918111067,0.8517131036198511,0.797104226329509,0.5523793068484006
1,37264.6157140362,2.9075312784568146,2.7625436458904957,3.769607072372665,3.7865382308353963,2.3195098844359694,2.4398868746659716,2.1233382652294353,3.6636851260884544,0.6138344211353005
2,43496.55340536834,5.653848461711865,5.858982384088436,5.42817920508852,4.78007529585458,5.888288769537233,4.018297071452075,4.922922258043374,5.0097215567514635,0.7285593263461427
0,27488.95799536787,0.8753982935200255,1.3688312716294344,1.7402838828189156,1.6875931372117619,0.8216812288550217,1.3610191342606697,0.2752183441239229,1.3073028394648583,0.5522659322996375
4,64384.04334121008,8.434032816914613,9.242867269051278,9.348159579445415,9.025095836835526,9.720900596752754,8.229707916990153,9.294893627043635,9.19407479518896,0.9996128981253649
4,61717.146173067355,8.342010033307565,9.515661274867622,8.088070019629946,9.72441714352588,8.44095919073557,8.492610448847913,8.094263048262611,9.27633780124727,0.9364292357415371
2,40905.58393798955,5.487843513118335,5.121667656223423,5.9360133124132215,5.3256481350403995,4.05805794440943,4.611372304922446,4.74799281245539,4.46019770765436,0.7156826097339695
3,57105.87164907347,7.149778245587994,6.318333546171454,7.836037081139358,7.017432281233536,7.1466880872457015,7.493604184581736,6.165685796974991,6.746578878412383,0.8497066525791659
0,23857.14787602878,0.809205800929373,0.6384309241568622,0.25315907982524655,0.6250772660006576,0.6493325581448779,1.2517836213148543,0.006732868143206616,0.10125850572898276,0.5310186377233066
4,69127.7376792377,8.984233512382664,9.11588972741794,8.225382333687497,9.937818175237311,9.968924009895899,8.368530873051657,9.921114447803184,9.175273029376417,0.9565966823828548
1,35402.5505857395,3.0992772105730797,2.036335641854334,3.0781570009540404,3.6017953153328355,2.208906909430766,3.195775621239483,3.9922546960525604,2.918516924151551,0.6466710302785226
2,43484.32418220703,4.478832883651592,4.874701409926455,5.514101669113766,4.7623743703445225,4.094605732007043,5.416295990221224,5.111005903063626,5.521432298038144,0.7689489921712522
3,53489.90926989723,6.756331159395378,7.511605758551873,6.764346423876507,6.333447186118092,6.090035637106267,6.777794405580343,6.477911699890968,6.412764929243284,0.8914290708867516
3,51314.37864452649,6.58482293021947,6.3284680090325445,6.272764327086485,7.559070837186588,6.433747390447589,6.491905828055704,7.822198073617315,6.873624232135604,0.8200514350768752
1,35937.89153589157,2.7768476934912547,2.1291179003138114,3.021112197562709,3.97988857562184,3.158382232730677,3.3579655458295785,3.846073194152213,2.3614908661147727,0.6821180070368398
1,35821.67135410322,3.0011244270358097,3.672058281455397,2.6751322724379447,2.557949907584944,3.0111267472893832,3.2217824002829945,3.709017782341412,3.2279584504968843,0.6949265715548535
2,47999.93691936493,4.346715078108732,5.234547736926724,4.703543911102649,5.831726144669991,4.700151609667123,4.15582431694164,5.088739969134764,5.696060513022904,0.7373609681517962
1,32011.96962467076,2.7870301252977763,2.353157944978928,3.289971073680764,2.2507414111758406,2.1775862148338185,3.3333592804675085,2.149404321792055,3.53088649689797,0.6113662700596698
4,62907.89642475828,8.770988886613846,9.612609961166386,9.771216198459008,9.904412508503707,8.467474189588637,8.977035865670597,8.176877855073595,9.888395945261774,0.9821911170782892
3,50972.379690955815,6.5720076336845255,7.316258942974425,7.117183461711289,7.490677824886127,6.368294129569434,7.506737913955455,7.793239575425311,7.943451563727182,0.870109580943824
1,32953.42202268907,3.996992649604904,2.668238539296876,3.375205021659271,2.693192458527407,3.491333674312097,2.3814350837596536,3.7516536949144585,3.5440677351639813,0.6212712204834051
0,24281.021157544008,0.14725501798858276,0.7523925439234784,1.319893983042483,0.6092636445924677,1.5598927660026283,0.5164328358027528,0.8687944983624354,0.5736121707605173,0.544522359318255
1,39640.28405953984,3.2859022785714718,2.3117763263740967,3.10229238511386,3.2868707078787027,3.5540280261236394,3.0866254781950424,2.6563092389528506,2.4385227544306365,0.6577992206489888
3,56530.66002874913,6.348877213072871,7.67051118841748,6.621516291166261,7.1870142805174,7.938081088828297,6.963467055784398,7.2882478402882045,6.895098069097887,0.8169854086651425
4,67828.73929779195,9.679047978570365,9.018013303287484,8.755588369820478,9.837873402987373,9.768475892668064,8.772730742112993,9.61397589651105,9.987767389154241,0.971491282662956
1,33255.0988522049,3.828393072018602,3.1140381532873214,2.631407596980832,3.5324862684184284,2.9956094943570095,3.4920666288595776,3.463369884103642,2.8253360416343107,0.6689882741394356
4,61445.12812808096,8.802955965217917,9.766983830395496,9.834996192964109,9.080729745147854,8.82987204181833,9.129503127256564,9.231205876101413,8.398136821144538,0.9887126612511629
0,22567.1994191333,1.6469568988414194,0.03166123290618783,1.6532373410208863,1.855131683679309,1.8315370354189235,1.4205437077882372,0.4630220888896628,1.888685755566482,0.5567272964428195
3,52564.67690999321,6.499818898700121,6.133846125046584,7.158694745702442,7.185461262666438,7.222450504096294,6.306509924638231,6.5250097384414305,6.771835955192046,0.8574313030695637
2,45831.15328293427,4.280137014658523,4.3231579637196305,5.824486941948401,5.699369671321355,4.588797334051191,5.457976590291074,5.448134962795404,5.381797774455261,0.7619387355969302
3,53414.711324550284,6.6317565328052215,6.060075626176291,7.772817386295956,7.6818853041957125,7.128928055430334,6.9230562162005835,7.605239704902062,7.576305957229174,0.8273783261381907
2,48573.98864333279,4.6833480277820945,5.316312313248799,5.85538879950367,5.838389717899073,5.984298845392253,4.067535871369174,4.23227037619918,5.686311804119068,0.7758605851278003
2,49885.445192364976,4.794715089571158,5.267758936376642,4.443547715311066,4.135204062558209,5.698940120304725,4.468983107992998,4.374594095422612,5.642560774245581,0.7662499261262631
3,53432.984052634485,6.745917883915638,6.421603805857972,7.43500607552779,7.167639335893556,6.562559432119083,6.051512783481156,7.360940524354743,7.67249372599996,0.8839145625460911
2,47050.6027368701,4.822288905701008,4.298812889773389,5.218448999847004,4.936785182342098,5.905908851834434,4.9137490439820874,4.777973174942803,5.335306855155761,0.7768586004972604
4,66574.86581920368,9.42006673161026,8.291369402773213,9.467661275669215,8.981084766929346,9.962924222958232,8.65175952111017,9.126585734542061,8.80766213854492,0.9638572230504062
0,21944.624877322814,0.4911602657314704,1.9064828266372846,0.5267587278365744,0.9198212072404057,0.4623339188308304,1.9748991198265027,1.2296299053112723,1.3345737081276743,0.5160892150909598
1,39180.08594820634,2.0371511915302434,3.3870090572494833,3.3896181428765955,3.674933378844682,3.7911842370026827,3.737008233913726,3.552406934534664,3.6734686681198268,0.691914732320883
2,41994.425871884014,4.979361102762543,5.170857656930158,4.819657030508774,4.636865794833877,5.766405435397664,5.651341720686299,5.611433901433815,4.701284929248843,0.7367212181383148
2,47369.57131669699,4.896582488409728,4.644973743610189,5.668183592612601,4.925502163259557,4.079507146468082,5.002233098062491,4.560192490522913,4.59301598058408,0.7964298568516763
3,53476.096422743125,6.120129979686861,6.866086395817579,7.590731450323546,6.401365085802171,7.339378386123374,7.614174998701534,7.082593457844343,6.687414434210327,0.8401870802000547
4,63670.815670089716,8.267602803002827,8.178811762398416,8.422715221717834,8.503433231849469,8.610561426062338,8.53373929492551,8.24704787724376,9.102566792058736,0.9145938292683171
1,34554.490528889604,3.0198417893697878,3.996303776110003,2.367710552806606,3.3208401666877503,3.349225252983752,3.1212989356930496,3.6840303373950976,2.1048877496278893,0.6884839747499668
2,48645.079780551394,4.469501520039159,5.510170927143269,5.435463442569732,4.233871876501324,5.827117388380487,4.78583612263882,5.690895876666391,5.55794163803368,0.7795058740128705
4,61402.51941511212,9.755196588282894,9.242906313656455,9.10094978945632,8.375643621989354,8.997558495979037,8.342683823045459,8.599011437998913,8.277703916900403,0.978629605611314
1,30545.695778347537,2.3465849729189903,3.1755343904557645,3.114411821364098,3.056069119142628,2.8288256615773055,2.1452268627368083,2.321240414844085,2.2656773135681973,0.6089410750731118
3,54020.408189137815,6.040245263697033,7.008628744066345,7.505030646918709,6.087546055926027,7.843062542374835,7.11643676594323,6.140183556400533,6.39531827871221,0.8879279833051967
2,40555.850991420884,4.895127538782121,4.514854855349392,5.7099415860435805,4.253853998840783,5.948229835477065,4.195278269760412,5.149952883823172,5.153854869944997,0.7596400637162861
3,56876.00883057441,7.972326221216511,6.452780806919467,6.477927801217433,7.726705877933497,6.1244726555876055,7.436006193371965,6.18285620079976,6.571136751607912,0.8470355736272954
3,57603.250750272135,7.267745052612953,7.099064914378449,7.1110790935811,7.692293531589991,7.8456961382964145,7.842936957452311,7.3611896892412,6.7361806579731045,0.8913171621413138
2,48547.123947532586,4.708059442523849,4.140401629115903,5.657909418984154,4.695552210093965,4.165537067043777,4.324212219423122,5.356252802068292,5.8632982219562555,0.766604135248194
4,67438.42245483596,8.033736022935717,8.148941597737071,9.745588342390006,8.69598263062237,8.67457242676718,8.941877157020457,9.227974814263249,9.694404359953971,0.9133030823852986
4,69163.51393692679,8.969896879484454,9.1216272063207,8.574818776677033,9.873030898528008,9.525148244860654,9.477549186119651,9.75312100372619,9.704381066209566,0.9519537176056704
3,57483.01122723222,6.41293200427686,7.839624096420478,6.208307713195025,6.051682278144046,7.55407396387939,6.573679322066054,6.756561385458264,7.155283666651975,0.8636616588847563
3,59360.75639878402,7.295508170893292,7.828543702259709,6.46564650775556,7.160591026170541,7.4516437813583325,7.8415290392658745,7.804539165249155,7.732932294580961,0.8898550697731634
0,21931.107942093633,1.1660169874626025,0.021656601321584645,1.8909990280290545,1.1947811580814547,0.07822497612213675,1.7769311177398217,0.07385073769226169,1.557131650681107,0.52798941016749
1,34998.6313286773,2.5304275507743696,2.2147884312948998,2.9249594248704285,3.5757741343633223,2.2659320960481866,2.207508711459356,2.225513975842815,3.9064736058221246,0.6794233885647415
3,59939.30599704909,6.137765468437343,7.1661553875173905,6.83714758111205,7.9035010316452015,7.872432996439497,6.05479954306368,6.824411125036887,6.128736810043831,0.8799812903834746
3,56815.781825427155,7.510038396080669,7.6969514436123285,6.02616869746842,6.711655174086688,6.162922776791781,7.952916965958804,7.187986037377147,6.0574542673078655,0.8128049484823681
1,38786.41117989257,3.1709281891858847,3.9088981733136574,2.1020293658427023,2.8756669469120024,2.1570918339462333,3.912950049542262,2.0647512732787314,2.350059881447782,0.6017233182755872
2,40303.937938328556,5.684252499017257,5.721164452091559,5.337391858949447,5.342596961040355,5.67129187551574,4.844571208931926,5.134868942848528,5.858169641015952,0.7581409695898457
4,68717.57898568438,8.519600031273432,9.355226270592912,9.179654137449994,9.934543244688353,9.282531506445773,8.101126648211945,8.614796632966062,9.211130211908491,0.9789478886290985
2,46977.13234572098,5.305724129560824,4.4010501551784715,5.1510565969908075,5.7815847074734155,4.703312111690359,5.237751105492055,5.774293615623659,4.852225035390562,0.7554430824327297
1,31707.554339877108,2.23736100105737,2.1452429479579247,2.2206457520489433,3.334106006540089,2.3314209741432528,2.5868202147773127,3.066569183337462,3.0254221229523033,0.6813347485199874
1,30256.809564235966,2.5836198158336874,2.0950315653712894,2.704122339130707,3.7134471433420444,3.7683408397856297,3.8734459738011084,3.1757878164348674,3.65920917645534,0.6622303140467514
0,22599.26578125653,1.3130782237547391,1.2241535692508227,1.6247162772802959,0.1704088617828725,1.9770755152570243,1.5893238501086069,1.8912436222297666,1.8582199916078481,0.56532923616723
0,29157.733589927702,1.6511626102895862,0.07237720803071546,0.34982244783327454,0.7542538857037053,0.09994345688565831,1.299187568266887,1.5283420533091872,1.4593976686218197,0.5028154425762525
4,66681.32938700286,8.641851003486694,9.478479912931101,9.765374501964873,8.026184991397695,9.108226764180404,8.569007695027057,8.876546532293531,9.519695665874593,0.9088598202919427
3,59194.69104283324,7.597707113113002,7.424941474701939,6.242956600697807,6.354944476521901,6.52260716981163,7.402537158883435,6.9537592299120385,6.6407560883276755,0.8725029617715875
1,34461.50782494259,3.355504920546565,2.159221649553358,2.3382986602479763,3.260985142404804,3.664773667099408,2.5783365335184083,3.2958477371187977,2.9340703905490786,0.6762843282376289
0,29366.27095235241,0.6973495430151997,1.8132447300735892,0.955499922307457,1.7711232474673335,0.6921461835496114,0.07526196830375209,0.4003984333010262,1.7704203869423318,0.5542177978064325
2,44629.598154450054,5.752793875488878,5.043858577250605,5.890599808897075,5.2655606199835905,5.4292585783726794,5.016869175240548,4.177301680988245,5.571868220145155,0.7590165127451035
0,22042.547244183344,1.0184581320708623,1.8088771346754633,0.6590953562908473,1.3282762140171334,1.0790468430525542,0.9773690895773819,0.6224730318912368,1.3685418369226954,0.5614365839845077
2,41513.93464184448,5.2964936450921645,5.8032201123766445,5.3164359871160976,4.207643210512404,5.083046763189941,5.526011946052467,5.556765595872461,4.130493671776241,0.7104991318853949
0,29938.11813035044,0.9912626838069603,0.3940681277742366,1.1773425119781524,1.3297209818267597,1.7159988623608429,1.7313477647088893,0.5146475975399021,0.07901443890790971,0.566790860425093
2,43338.626614745706,4.905439920981536,4.76115525587257,4.299245273001115,4.908693434738382,4.940808851849129,4.708936977388524,4.261518400671839,4.2608218862279905,0.747846997676205
0,21600.530253175875,1.6959554344777128,0.2692526670076325,0.4963338027883266,1.3028804631636468,1.6911990682889613,0.8989460204073418,0.4380451969245205,1.1627821983956668,0.5602522976687279
0,20084.08430890752,0.5894088300772515,1.5499560202726415,1.860305545287644,0.6523462190596547,0.7268536560751508,0.9408008392890563,1.3579458240114126,1.0727736946822999,0.5563141828810523
4,62855.695665296225,8.073258444727449,9.008249831075725,8.369659247306199,9.16297188332634,8.34956588492861,8.648448168744759,9.227896113387038,9.885381653094107,0.9763000248454039
3,58891.16143602539,7.759565287089922,7.857615150789964,7.390019779510227,6.848138593661979,6.91095475531323,7.48677384725038,7.376629994592872,7.389519280086793,0.8318568263715982
1,35340.09320677302,3.6500479061023663,2.4164304297525545,3.9293889652006087,3.1172741108701216,2.9967115627540446,3.0442023704125987,2.643916245360764,2.587945234690852,0.6373526245067451
3,56324.35051524955,6.733120949139225,7.376735323038452,6.239011984404556,6.2941790366595995,6.956766395275583,7.82791154877728,7.801712253866543,6.322992587631394,0.8391606306524579
4,69223.91103890532,8.370902277410423,9.978473655545418,8.79836398037463,8.79164970723457,9.616660823758565,9.300621543791172,8.903540714656291,9.699066478656764,0.9762456099174013
2,45128.399181070294,5.351067286096942,5.330762523641983,4.447864288885475,4.748557314513708,5.1293578829201945,4.423793117787945,5.027426063853888,4.919248207378049,0.7431112621803035
3,58382.798458526144,6.157521807271278,6.137547865661425,6.443123034809085,7.472789041305616,7.776888143517606,6.329617297494073,7.897615952004254,7.306938994817697,0.8177074771700055
1,33238.332780763536,2.847509511077617,3.176848699390381,2.2379716879993614,3.412819027936131,3.0283709898318842,2.744768675832584,3.9585545358899514,3.1302872131816057,0.6983040970417028
1,39771.0186284122,2.1717246430800623,2.3596854993624734,3.2991023679829317,3.817717369462666,2.4494301657640083,2.6938530805139465,3.323085451833103,2.21491269227327,0.6493381863964547
2,40788.13873512452,5.195819350657525,4.061005554838631,5.492687019821424,5.264111184566395,4.258991680525505,4.814263649725021,5.889626385151582,4.1141167673636545,0.7109248083156062
1,37248.295255132645,2.05441676761926,2.6699213946104283,3.3535878200461124,2.629094259586947,3.736725641889242,2.367182140608884,3.0830147726808868,2.754036379432827,0.6670274955992702
4,66605.66286760295,9.258476751268624,8.53220816610813,9.849312915238306,9.566449326470662,8.112345597804424,9.956445340052978,8.614565891133543,8.723100595091434,0.9739162357528484
3,51916.71505850817,7.346411146578793,7.5775417976315085,6.291357617436108,6.993995287067253,6.2352192238395245,6.291419545737458,6.630185711933082,7.347596225937813,0.8500222838908895
1,33888.43998846536,2.974288949250302,2.7473610821562007,2.6396907467700124,2.386986421258157,2.127317037835282,3.305297548448642,3.117881179764691,3.2644008182023234,0.6646457218277321
3,53128.29116777006,6.3500146585952235,7.465917560770393,6.689145619404912,7.494822936654253,6.8474683943636405,6.02613847012918,7.210072241310397,7.937881856927989,0.8172674864482731
0,20944.928683324953,0.2027878772544145,0.032477983898662854,0.4641642076938093,0.265062791438458,1.065231232787187,0.8139220766380262,0.8792341398394978,1.7161990055431433,0.5367922385280379
3,55847.88022950841,6.626584696274007,6.029624266866782,6.284409888313933,6.356306662492258,6.039749462045202,6.618366798190072,7.7675429670236875,6.993165051550576,0.8161828603371617
2,49936.698455651655,4.930413359200025,4.058626915095115,4.973406951852527,5.5175118568702946,5.031172333783209,4.764049275478837,4.8533922374271015,5.000050705125391,0.7387235256364808
4,65595.8814105339,9.28441663368969,8.43871688356516,9.668879256094858,9.540289388142575,8.787518942581253,8.996154689546227,8.546847293995336,9.348258458225388,0.956280052218692
1,35452.59906879362,2.002500255036999,2.7479755700571236,3.9090794512066362,3.5815625376084306,3.547290364911796,3.2007500030486353,2.0159637566870794,2.228181165546551,0.6442539407181913
4,60403.137073545484,9.422127838470725,9.215691606233708,8.258681264436996,8.586650248834232,9.659913243492447,9.1670226895886,9.941138556315273,9.999781129262786,0.9593214840735741
3,51392.202233636905,7.425423864250553,7.971827771653945,7.646314456145472,7.733174914743038,7.3699348727724106,7.261427340242226,7.6486265662858886,7.037616202487248,0.8501759173368553
1,35132.19089102261,2.8890756129849997,2.708819134028665,3.6491622459305497,3.4453362719241456,2.946991070633248,3.689095365107581,3.231119169370658,3.81980974781794,0.6317814373401756
4,69851.78564184072,8.686812891495904,8.111317813514333,8.777956243105134,9.667934819102681,8.432297190083975,9.773434311229302,9.661084507806923,9.934712669304416,0.9143415998121013
2,48766.07735461859,5.684617129340717,4.389800323331698,4.220059248290909,5.41721096949378,5.69422973460512,5.474500601121595,5.620578460501887,5.1632854798045305,0.7252672861421277
0,23402.091213731674,1.569174964062456,1.7957036676297242,1.980016013513796,1.1591929174926812,0.6833382800888337,0.157884485848808,1.8637015604516503,0.2066972950495507,0.52007132518946
0,25430.042542281277,1.966552177035448,1.3987583802954178,1.3111860610576374,0.21878954314803867,0.7125837743898984,1.9225847830198688,0.7721353667207498,1.1466916168399424,0.570742229369071
2,45527.02222254137,4.743861610677904,5.580401648077119,5.964391390083161,5.421872423903898,5.832023094374089,5.894796172694092,5.109704484171882,5.195284874331973,0.7819966844412382
0,26853.60612762183,1.8136652097141968,0.24833641134558526,0.967311031369317,1.3809215509163681,1.951194511195826,1.4234075890907074,0.19725604744049186,1.578386273546662,0.5720388605299426
2,46877.82041239139,4.174803771785904,4.269973977415016,4.7903859998734575,4.624982266573721,5.796261912769008,5.034878142803848,5.930630851437947,4.0964585339898125,0.7643734146995158
3,57897.924883859734,6.8229321325017045,6.224492015089792,6.494370951940907,7.471639538092852,7.996469447122163,6.501236716671785,7.970254138565,6.932630734390187,0.830785135381377
2,40249.71024839683,4.930748237497318,5.71433832861905,5.967144003544039,5.100909106862655,5.737817687802955,5.512702278997752,5.578168495862403,5.845540516673626,0.7710985559106511
0,29436.801906374458,0.8817486324069164,0.41993521738720885,0.5065145389245473,1.11881247708683,1.4087150352401636,1.7557203574325784,0.9082419662966736,1.9825981573573068,0.5605083459989146
3,50700.62045989247,7.250196376862247,7.286303490759443,6.047525512436101,6.735209357571425,6.587638799142946,7.330375201779876,6.993133501828716,6.382765357518475,0.8046893366687626
2,44761.6011147694,4.340415677676338,5.032332732366518,5.024936827176956,4.233570082680274,5.905914097799752,5.258145265723542,4.870733865975714,5.7411979854700705,0.7907612118393416
2,49195.79276359043,5.732904343452504,5.088779823747707,4.754100986101831,4.433856915731978,5.7532536632275075,4.386009409141172,4.586621273044461,4.292501123261288,0.7079953841101639
3,54876.6882923108,7.103528037079279,6.390870716782537,6.5227650068585294,7.537663306672116,6.481493584831306,6.7155930457883795,7.055582811097533,7.682348869135794,0.8502707904158839
1,30636.368342331167,3.8084190960265287,3.270492186907979,3.269216232962347,2.542883100993788,2.978324946483654,3.4462724440650243,2.1068901390011336,2.5545554549353273,0.6513069152719064
0,22292.40019811939,0.005263288042969494,0.08620106891666235,0.7285372297956445,0.00450610867122303,0.14011132125110026,0.03379747770244679,1.9837741238743367,1.919250532098285,0.5837007188758382
1,35786.66755368422,3.2599762271859927,3.9869445525152574,2.804501776633746,3.9940348422631002,3.906617726534434,3.2825285543777722,2.8481002703282816,3.3909935018012742,0.6913067501042366
