HR,Mean_RR_Interval,SDRR,RMSSD,mHR,LF_Power,HF_Power,LF_HF_Ratio,Total_Power,Peak_Frequency,SampEn,MSE,Poincare_Plot,Recurrence_Plot,DFA,QT_Interval,QTc_Interval,PR_Interval,PR_Segment,ST_Segment,HRV_Triangular_Index,HRV_TINN,HRV_Total,HRV_LF,HRV_HF,ECG_SQI,ECG_Signal_Amplitude,ECG_Signal_Duration,ECG_Signal_Slope,ECG_Signal_Kurtosis,index,y_grad,y_stress
77,0.744699920844773,0.08326756829558678,0.03083119696544517,80.48324408855397,0.13385506381786821,0.39158906347367034,2.7809959810281724,0.9226665506572631,0.3104619850549329,0.9145268218099543,0.8782997997227112,0.3143304195967172,0.47225668639791296,1.429915972707151,0.38331710578333955,0.4021473420258466,0.19863317409679418,0.18546103152456414,0.15742004662804038,9.922780690674102,0.376476932473754,3762.6702552178253,1990.9014110112582,1936.169808682022,0.901215285054334,1.6807669288229,1.0378916563589728,0.0356927417444317,0.24374117744686682,10,0,0.48810947118885517
78,0.908624694498416,0.0939163321773629,0.03413595352088288,85.63255843825684,0.10994586797576335,0.32777156392405726,2.243302876344603,0.9064122899036064,0.3693450841097541,0.8563719460001316,0.8692061019189063,0.358516709467736,0.49522359734057947,1.2606085412246077,0.362071327707871,0.4201508000487262,0.1755962413224806,0.17620148029869237,0.1713407827837589,8.372554322069737,0.3054078229936256,3653.4598696694297,1957.3232040289772,1720.813602346269,0.9501864682644858,1.6102950244433405,1.0188552027174491,0.035376360428619864,0.22506193597607008,11,0,0.4462788662604146
64,0.9237775626441024,0.09172697642835848,0.0485012911289411,86.47822304824436,0.10398692787147307,0.3187889950272514,2.94879671255866,0.8010784579575174,0.31817475826890934,0.9982591613800795,0.8436118569546494,0.30887560151225485,0.47429673669132255,1.3537628341674903,0.3762369863120091,0.4030390628723883,0.1751027809504606,0.15393013905444722,0.1630474287512474,9.830889028872509,0.33930057241460776,4826.485563935974,1639.8939562791925,1578.7189364443764,0.927130670375615,1.539095290096487,1.0213207635384234,0.04539603665036777,0.29651118511261365,12,0,0.14106394975391934
74,0.9945907571338436,0.09071217165733217,0.037322262358575026,82.09534623950125,0.14185110653241653,0.3261287360336838,2.3571575895762282,0.7335183482068187,0.30980154318767855,0.8671255913718795,0.8550013532443543,0.44526499962679367,0.3807330323000041,1.0105360053284502,0.3524645335326222,0.41547385066375414,0.1941360793958648,0.15002611921682,0.19469327376085419,8.993388575826938,0.34111563111367255,3080.16532392129,1657.2305114245048,1726.8941933232902,0.9915112263353218,1.9184654821858085,1.1273781190761776,0.04684015035583154,0.29654591887153076,13,0,0.9806116390396811
80,0.6259882744535882,0.19786523743786122,0.021447787965286208,78.10125427718857,0.09470639691032197,0.1809883668258888,1.7248313735243088,0.2673294633120926,0.20129251694073452,0.6552140550360351,0.6192067862318172,0.13437328689878494,0.12212868664961325,0.5891641247277074,0.3259689017357218,0.3645112402838578,0.15134460734507243,0.11493896098558457,0.1179608325826983,6.141695663485431,0.2118965518472205,1233.4778685805268,614.3432419396768,1008.622996258295,0.8372576253711451,1.416577197794203,0.915615482435481,0.01290119231439672,0.1079459614089721,14,1,0.17666960999168557
69,0.9475392002998345,0.09414891191197763,0.04404810731732404,89.04381134665523,0.10456769326832184,0.337005803604616,2.7428532311143963,0.7630885680308519,0.3889406117101565,0.8220272057304098,0.8739747077227356,0.4267026256907186,0.4423301620614186,1.4809545722183008,0.35870212395385676,0.4310068712055948,0.17284179764040883,0.15379750176238413,0.18719310223590058,8.27778034524907,0.39066391968223985,3783.7971577910002,1692.4788220992823,1801.2267336775556,0.961161469695738,1.7252360571787448,1.0930065633206136,0.04002205015846586,0.2705093797649961,15,0,0.48145775686347947
77,0.7561463706401802,0.14020761060328452,0.037644701620415305,72.15120597046041,0.0895455074570181,0.27442360095073637,1.9189961630790604,0.5088190252717724,0.13982045807963467,0.6778589628480555,0.5678489751381066,0.1365477502915275,0.23629498127566378,0.7734606473120227,0.31926163773560434,0.3749641123353747,0.12093645245128956,0.1150537116073926,0.13084773721424026,5.462986936431294,0.15995881886002158,2756.8207722508323,959.1628890966613,1400.0081694893001,0.8256091320241314,1.0824297657577135,0.9698885318101735,0.028384906563716526,0.12397225015973251,16,1,0.17132940994265267
83,0.7416979394985594,0.10088304475876758,0.02294029909799557,78.25377977868972,0.06109886404683426,0.25432566540232926,1.511556196519312,0.6100320597716853,0.22795732575331593,0.6547406304996438,0.7550573845549635,0.28224830020498065,0.2561173425273329,0.937967510175116,0.312137654825988,0.365301735215049,0.1405804789192686,0.10736029524151819,0.11947972719962435,5.833272469695968,0.16675155721742385,1890.8630840715077,509.50844062623,1138.4972297560294,0.8074805605593031,0.8364312936428941,0.910542578137609,0.023655061397922568,0.14921502931665168,17,1,0.3483834858486198
84,0.6344178458590519,0.13168931730661243,0.03421788660921084,79.8708236400597,0.09435258532577204,0.23625923382245523,1.6290596906251722,0.5003389614776026,0.22887580928357873,0.7981407580103589,0.592625895893863,0.1416277292089948,0.18955316699281374,0.8200015392059681,0.32876262042923643,0.39941990551117645,0.15097243522616516,0.10037355927718096,0.14436470243489094,6.759095088502536,0.14315042096623573,1051.9860186865058,1425.3520864850407,1288.321750755109,0.8984862738334094,0.7578602738737208,0.947402078961919,0.010930072711561288,0.15364554118565193,18,1,0.8840088146420995
60,0.9206516819462612,0.07230422323207844,0.04716277850053309,86.63502069405257,0.12351419681316184,0.3136136440350511,2.189778893431224,0.9763103159636015,0.3134755911406684,0.9539088434927189,0.9849004859695724,0.3015450282506739,0.32689011313925115,1.421689368887964,0.3960510933679202,0.4006406648303116,0.19085181549251093,0.17577246508901434,0.15837257302612578,9.447542550906135,0.40989843848955526,4448.824490640138,1787.6808511797728,1901.9104278157924,0.9450746640459324,1.6007450729981503,1.0062013647735497,0.03780775510902586,0.20481669111138975,19,0,0.6433207176968174
85,0.6897627291493212,0.16172376132948696,0.035811351053823104,72.78048748333339,0.06100427873649718,0.240501744796763,1.418490764285263,0.5134659154649288,0.14770548786349208,0.7507763258561472,0.5590979167516822,0.18801668890748532,0.16524270474946628,0.5162065312263044,0.34702717158959423,0.3846208294637645,0.16360309320906571,0.14843352614008884,0.1227141764339885,6.426147123356849,0.2239653190581403,1702.298506415181,1190.396987912796,1089.5719404981041,0.8164249412476509,1.0037308371895626,0.9272569894388508,0.02452550575967788,0.19735319601687312,20,1,0.009844248240023723
77,0.8114266005619137,0.09490452948993755,0.04960522415632998,81.71398312324753,0.14640530447390437,0.368388397344627,2.7028992828234144,0.7519253718461205,0.3601197805490103,0.8880935861957142,0.8121284154903351,0.45029771147419123,0.4206282490242955,1.0617566314434081,0.37009850640651953,0.4089180112344403,0.17786356301305253,0.1580348319355445,0.18417592273704197,8.846380109825965,0.4124562614932186,3992.4049000827936,1872.258809306313,1772.6959808742397,0.94947690122423,1.6176206008105523,1.151921851534592,0.03219094231314527,0.2896796987816128,21,0,0.966762469532691
96,0.6360391508256296,0.053003484459828144,0.03816730520826163,71.70130327383609,0.07281497756693328,0.16782587015909392,1.4338214604848054,0.6387908862666836,0.13764187529086908,0.521421882051737,0.573423182179649,0.2776397141826127,0.2876037203702857,0.6168543192148105,0.34949670678266354,0.38407439363524587,0.12062793399134557,0.11063059703236529,0.13587539450457933,5.004591600647046,0.17742513114034397,1662.1036287001025,1318.5787006408245,988.5180459269319,0.8723119843033945,1.3810478203227707,0.9599744802802392,0.025243965406334435,0.16334877338994683,22,1,0.7839074946030712
86,0.6196469984378161,0.05937604122656162,0.0218621431301678,77.61887278890752,0.0512291315559358,0.19678352247066366,1.6734898115131833,0.55729173560523,0.21699879570490183,0.5261020301931894,0.5742330856944836,0.2646441955904872,0.19637327970545754,0.6264194799828551,0.32093340951904226,0.3720201899221047,0.13424492587772494,0.12316400114880904,0.10386739973494209,7.093941077965388,0.15963897289318657,1015.4598454779806,575.8048725203396,648.8899169715482,0.8662620814649281,1.244985263756968,0.8749073384603244,0.01563205612652724,0.12779055021336228,23,1,0.9975359830816896
97,0.7607036216869869,0.1081199695732635,0.029362838837414716,77.73474017822768,0.041957453284382815,0.21656074161167466,1.421982166106571,0.4621183282815801,0.1969083462044538,0.6979430344404189,0.7831693670764088,0.17533502949914687,0.15975911502987883,0.8602882645446706,0.34063430036818754,0.3974024778527003,0.12678363134844942,0.1301041860463188,0.11446964140109672,5.140833239811177,0.12654898577715246,2697.1420586162603,1073.9922930306102,967.0214461681487,0.8297214713040346,1.0424911679336293,0.986473184667417,0.0217754638147262,0.19103399633465862,24,1,0.7628667042165836
86,0.6244060988643697,0.13751322785276526,0.037750838154528274,78.75120992382494,0.09674987026695218,0.16808467437330005,1.8724096768769565,0.3364085393817101,0.20383963570247463,0.5777324020205904,0.7702696564985549,0.10089864936578403,0.24606222482169954,0.8967164794124705,0.3324140162522885,0.39816238388580466,0.13251151617264126,0.14006841584203647,0.14808471712580176,5.6173004780089135,0.1600491816918137,2937.4648630896713,1196.244627842567,564.9516836471929,0.8415458907157667,0.7349097377401901,0.9650273136217192,0.029326870787980512,0.13152438546864098,25,1,0.7648536577760817
87,0.6250250514283494,0.11963059234281902,0.0328253141851374,70.26602563596563,0.09554443794648515,0.16799102757863035,1.3325629524070182,0.6272463066978347,0.12689351056411105,0.697258110409132,0.5746732649539731,0.23631666402150386,0.25319860205325495,0.6858677375692763,0.34667470872223677,0.3657087548644869,0.13810440090184375,0.12263393053797414,0.10776065525615258,7.408862245724292,0.27803212151449563,1692.7389102024654,585.6204378157817,1076.2073770478237,0.8841087336973739,0.97885241286078,0.8074442609353147,0.02989858969880084,0.13192372111466222,26,1,0.6993788000813895
99,0.7700943229521675,0.14288064759382324,0.02827289129455398,75.6198134162638,0.049759231225727264,0.2588840490875453,1.1326820465608494,0.44028912634433914,0.20345036508772868,0.543387768294059,0.7594176708553968,0.18219076689304076,0.26309325948138285,0.8950384084341532,0.3312713476454342,0.36771976672816653,0.15383278261605776,0.10864760322940141,0.1155892177936623,5.202601990861493,0.21645523974052522,1146.149445381192,722.4009071979915,786.735447279912,0.8639897237671975,1.194722551938212,0.9492009982121842,0.022688153945253423,0.13529260234515159,27,1,0.42324609989172723
87,0.6689208168895119,0.12204413881870338,0.025856257334743376,72.14255434343184,0.06446441481578316,0.23545791098002283,1.8115586907290595,0.5103541131675295,0.10989563821082787,0.6191204681617412,0.5749469639258351,0.2514116385674871,0.10621676214449921,0.7218723376761778,0.3290608989720925,0.36913602203827023,0.13620849976490898,0.10940049747130273,0.14661696799025764,7.064851398741167,0.190495605979775,1582.8234380470942,895.8144585165619,1341.6438437891643,0.8345652108642658,1.095016649350142,0.9952798548597287,0.019829674512331766,0.10479350866560871,28,1,0.31494524550439873
93,0.6061715808616145,0.14925557682220203,0.027501988106367,73.40883015492358,0.08986217879636113,0.23006129711664974,1.673947918328592,0.23961326894045992,0.2763070596023363,0.5307410798976752,0.5253392494558623,0.25897040921671,0.10194677447932664,0.9288226741851904,0.3326426222284256,0.3911072975858621,0.16420545875319334,0.14498630082243696,0.11688419090534369,6.629995724124788,0.2136499075907597,2598.0115512944567,1386.5250632332177,876.2637284434834,0.8109279818458682,1.014034125225962,0.8635413126150767,0.013553846103738512,0.10618540178866324,29,1,0.5251870980962912
62,0.7534757400713924,0.08260012222244216,0.03231520092492649,87.6330761521221,0.14888372070643538,0.3045464627204926,2.5064960962041014,0.9755240527291016,0.30311623532005033,0.836262590471035,0.9094366164135882,0.42992096188694956,0.30965620403774036,1.2639286690689913,0.3755169879875403,0.4282852570955347,0.17833185073332208,0.17327552749743189,0.1881604535982047,7.692125366765726,0.3732138843997587,3869.8602641134466,1957.8514611858354,1745.964871791672,0.9786593817364998,1.992154258056159,1.0001339336601431,0.04295172769063259,0.2077427982047761,30,0,0.17823756897890541
60,0.9057733813149591,0.07029060648222904,0.04688371791648163,85.86459512374797,0.13933334744374815,0.31578269812997983,2.36096941364854,0.9149894769296233,0.3271323047646092,0.9382692682655074,0.9318877122232208,0.3875447917574716,0.41714627278388106,1.3599727765678775,0.3750063479250394,0.4023135106385,0.19351118975349701,0.19974783105632266,0.15786066729750864,7.736979509012651,0.44258658560705844,4328.7944160252355,1567.4487325760513,1723.8485195337066,0.9652702450921022,1.5596364191389969,1.1285258205214588,0.04301422937948123,0.2057043339289546,31,0,0.7224311468923879
88,0.6426786695951379,0.139465093193849,0.039379357241646,76.3834175058109,0.08465025983096915,0.15747004243415652,1.4018523385937924,0.49203595496688496,0.24033127374896876,0.7911735965593037,0.5884001365074415,0.2679874561039355,0.26099637170282286,0.8881759036338408,0.31334074500482456,0.373260683851618,0.12844327087354615,0.113447439003739,0.10656786199324207,5.416146495949755,0.29313187129709173,1668.453800755768,1490.2767116879038,1348.8730167235499,0.8718794924410498,1.3422351236383114,0.8220243991802282,0.024045726738864293,0.1942374764278247,32,1,0.9973191300656251
78,0.7330292388476811,0.12270342754044614,0.038661553061322906,76.54566191223599,0.09382284329261145,0.1770940764242366,1.9388597764356579,0.4242774280228525,0.2532345178594362,0.6185175303536825,0.5270416955367828,0.2856952263203,0.20656877071572843,0.8120448139151661,0.3100443545940055,0.38683835470337974,0.1667289931940981,0.13602810301969126,0.14863758548635717,6.672055015234733,0.23323887598904583,1230.789842852479,742.6566515933084,797.2714652560144,0.8691391810827312,1.222911237080254,0.9349951835582548,0.025386062331154882,0.17757181701710378,33,1,0.6009345024140265
87,0.6314652560003656,0.0540301481067403,0.03741342936428642,79.540939149023,0.09556949983155208,0.24712616361018558,1.607332090920629,0.3117136583748346,0.16290889890778454,0.7703566303694558,0.5619316653431443,0.21649106649787886,0.26506962527235955,0.7795101268177591,0.30171748478329896,0.39283602349227376,0.14274072356493794,0.10391818648972682,0.11375113225272003,7.379079359399994,0.2710700428246984,1679.027516207626,967.8148100467994,951.6021180743327,0.8537710038074044,1.4379275373379905,0.8453159093435096,0.014438167571282216,0.1404421792579677,34,1,0.856457526582294
64,0.9850938258791775,0.09344846437589198,0.03161339534782355,81.28515668444116,0.11812157055938853,0.37930720333234574,2.446037327667529,0.8329120025668034,0.346863604185561,0.9941839577053759,0.8233041494582753,0.38931635541910087,0.3738650037802631,1.404031359341837,0.36526857951673203,0.4114176856274687,0.18317985338819187,0.19553721473806326,0.15660208859146305,8.826110553684597,0.31901668592169297,3514.4978888372034,1817.0349099933142,1744.1671065764401,0.953110397931673,1.5195956074798356,1.0289131667600961,0.0477971494968232,0.2654241247567687,35,0,0.17232876796762053
97,0.7529438282952559,0.06591883782364932,0.033826035386704575,78.03635147153693,0.050413640804369136,0.23840714070137606,1.5021484526369853,0.5503121790811505,0.18134811076822296,0.7728687980382716,0.789424344482728,0.19891297404192942,0.22544454177236553,0.9650953137110754,0.3423092511419025,0.38102777137558164,0.1234450440549263,0.12043506456044216,0.11438071750108815,5.831031327458586,0.1473275744392746,2346.282131669501,1178.937413352001,758.6508900164329,0.8694150458955117,0.9506048520124649,0.9783940417691143,0.021832101288696087,0.12157045671633165,36,1,0.825070449996948
65,0.8696649894764321,0.07743620076185272,0.043783628208550335,86.88330762332677,0.12998595055551387,0.342215516492748,2.6534334192478,0.7794188487996876,0.3261850531408414,0.8536542687910823,0.926621508279768,0.38810817754448756,0.48355218729545996,1.243226972997903,0.362568556462025,0.40843609082702925,0.17521713235435327,0.1589246663978515,0.17652534058020403,9.84482238692798,0.38653785819519904,4698.1231627267025,1639.8078138324188,1902.5930651580209,0.9656030462659861,1.5629408606245678,1.0112416612976718,0.04969329495260194,0.22288727638728276,37,0,0.9074334049004059
62,0.993894014510165,0.0909314892265988,0.03682938813216885,86.04130628856535,0.10887860013158089,0.3618676709068865,2.685576861815397,0.7932375737603939,0.3953322160466356,0.8265172192809918,0.9258060662702494,0.40325472455581823,0.3026267251046125,1.268856259638145,0.39832721952397687,0.4366159502009085,0.19183629327992233,0.17467119205326453,0.1973746208506631,9.950585983521954,0.37676231354204553,4440.017367393386,1579.7751224239223,1908.5840433889211,0.9594713966246131,1.6741752189573855,1.071929585908187,0.03812755740270674,0.2494026331343836,38,0,0.838867562613547
64,0.7495882332910523,0.08092338325031499,0.0343121953048609,89.35815624111146,0.11518665445442727,0.3443812740980081,2.6851906070143636,0.8799832874213411,0.311073662451042,0.9840366806026672,0.8284885267664871,0.35831045838392483,0.4126606761645984,1.2421376219108522,0.39111810595413565,0.41228736469692684,0.18441151474164713,0.19707249250748266,0.16078562362490811,9.808784769202088,0.3356981818684671,3977.869399364205,1892.169178038616,1924.524110082192,0.9290530886987667,1.6380996540740593,1.1232322784921915,0.043366690005777656,0.21338461962455815,39,0,0.6272595358116039
64,0.9100755878333563,0.0869864504725785,0.046274205415146166,82.3400528716037,0.11683963055410534,0.3246099122576316,2.0269850358684924,0.771318808683476,0.3305018648859468,0.8724733163742882,0.8079167459051796,0.4677829667770597,0.4846722251468927,1.2105140593973402,0.3715595127733019,0.4212459809554155,0.1844738579948777,0.16910564154957952,0.17370522551214046,9.67914044626197,0.46643980320840506,3510.188866397268,1995.8746504965102,1601.4848588402804,0.924699907967202,1.9881774169967896,1.0894214433009926,0.03919747044554282,0.22031036696538076,40,0,0.9263800550886939
69,0.8757430437915705,0.07018772413079412,0.03434206458939781,80.84387947894987,0.1283914055586158,0.367919745535228,2.899122100660471,0.875265586387841,0.30358623984546584,0.8613394540773996,0.9402898275969239,0.404457096060664,0.48279744955391934,1.361860345256994,0.3892171758570798,0.4498030938586062,0.18794654275494233,0.16163382678396712,0.16129447346386938,7.693935261460637,0.4346157463351431,4518.694452202041,1584.547034367358,1530.5599502786843,0.9476062491519097,1.8291314363798474,1.0250962227110363,0.03464838933331564,0.256820883496735,41,0,0.9614670031877259
80,0.7013345297965492,0.19431531562475413,0.03154128090451405,76.07709111831927,0.06469334479270164,0.2802222655881283,1.7556113318241722,0.25406130364803076,0.1161030019598621,0.5093360437109745,0.6755886921146781,0.2717413646530305,0.1111276769512368,0.808374429616652,0.30931600050964764,0.3608178195836797,0.12365790106971221,0.12556035203211852,0.14079217605320032,6.423656019135969,0.15489387070450691,1335.2474928486115,701.3007854746421,727.1011914697779,0.8214140764100969,0.5130947945628723,0.8599472272543289,0.016689469649758863,0.1607931805051276,42,1,0.8153636457885013
92,0.6774474542356191,0.1303451750881362,0.03285255870421863,73.93977828917244,0.049525474906725,0.16936359925924588,1.7289137554380787,0.45304173282287846,0.2320376555685152,0.791698205269151,0.5807569673584154,0.21202986398980248,0.2646747733649521,0.7919874817762376,0.3482268129109112,0.3902599365453713,0.1569049688653888,0.13525546364274557,0.10301075948229593,5.922182441755744,0.28056120389832917,1213.1708122710666,1461.859550550435,1306.4930026601805,0.858350575766096,1.195646800163434,0.8941198306686148,0.022434409622705907,0.18751945942597023,43,1,0.5471146352255185
93,0.7813144421344326,0.1427436198132182,0.03699685209194048,72.65313106995842,0.09536088604039672,0.24493982678159834,1.3465410697635245,0.46355491267681725,0.154167832967591,0.7016401640192339,0.7777537846200971,0.17663000060225353,0.29603127785618943,0.5674247407491713,0.30473257552010186,0.36802817155136147,0.16826006466888532,0.12154894806076173,0.11780750928373825,5.57095492093482,0.2681814198657997,1693.0807417568303,592.0534806261186,1160.384193451603,0.8763543854079743,0.6810136822357826,0.8682355599082167,0.022752143979247724,0.1761403243732763,44,1,0.8352990827924778
96,0.6032123729962012,0.15210085598386058,0.025850300406820622,71.68230843203683,0.040160090080557174,0.2580117241017003,1.887658063760528,0.21996382940258563,0.14874372911627604,0.6258839064201827,0.586925266633686,0.18195577431539503,0.2463550116217265,0.7601584869553559,0.3384499805898479,0.36437867789632894,0.15241452640870415,0.14382500685193228,0.11000794253269111,7.12073412534281,0.25262173447820613,1079.8667833485924,523.1000732511978,1393.448127064279,0.8008282324612619,0.6542324162912669,0.9172385358508476,0.026981459736012826,0.1329889176865778,45,1,0.3719407055617907
79,0.7564342526182493,0.1500097294786385,0.02334940981100085,76.93845386272267,0.09362851259299784,0.17412802472239286,1.6379793773932165,0.6129277104297259,0.15131253398064257,0.5424125979143166,0.6195322084586921,0.19267021874377388,0.24746939645215807,0.5347752573702327,0.30432796119216543,0.36684092627634346,0.1338230617607178,0.11910663864996693,0.11789387553609099,5.136685013990486,0.1829583805473065,1755.1664016360628,858.7914070340285,1404.7109205641655,0.8822812590696714,1.4924762081026515,0.853175145312922,0.01758787932127054,0.1379536896317198,46,1,0.3465914237134754
73,0.9558184059627133,0.08539549251270337,0.04134886416046459,84.1080900100968,0.11948876598111437,0.30283243575470276,2.6083842168165257,0.7968497168309406,0.36821401728913017,0.9802407149128709,0.8844009611697177,0.3887018203560229,0.30332681676195355,1.4302995517580321,0.36532806071646434,0.441039929201589,0.18731870670909936,0.19498095960917922,0.15738067725154947,8.220145307871688,0.4215303882588294,4284.099787771613,1837.607266918384,1948.390640286652,0.9394116803885582,1.5269378004456724,1.0259314174073344,0.04790291211236599,0.21153358262363586,47,0,0.34790744154906394
83,0.7595094721074399,0.11431464366720254,0.027071502472645503,76.87372465757807,0.0590178192218801,0.1578690739367991,1.3609714559862718,0.37332187332026434,0.19999603521427498,0.6689335263210059,0.6314823747640383,0.15493308231598404,0.20461465618982744,0.9564815409590902,0.3449107796847472,0.3886572173078634,0.16644887982434506,0.12785425089156163,0.11771398853768625,6.188278906164783,0.14937802467820557,2624.2446082667693,1478.0749641821294,867.5309061754364,0.8463163968192904,0.7037677595685697,0.9233978249167121,0.013264705359751761,0.11708522162507529,48,1,0.19921823576962772
