class,math_score,reading_score,writing_score,science_score,history_score,gpa,attendance_rate,extracurricular_activities,class_participation,homework_completion
1,56.719688981869496,54.29383467829514,44.438312454266054,44.90306059103063,48.09827338941673,1.8601473109622009,0.6857239915599327,1.6576169493263144,3.741564068603824,3.7520088269295018
2,62.45420887860362,71.35677492678612,73.48045893203266,75.03667422119302,77.98714391298728,2.715477128687679,0.7205081584146075,2.5116631973579566,4.633346009914432,5.661882792922613
3,88.22451090970067,89.77038753616442,81.04422446158908,80.17592487993915,81.66064444401941,3.451604162491703,0.8575155329127934,3.028589209939715,6.610458089299671,6.115891312822004
3,85.04642437659056,82.72822668880202,84.5406200472338,82.68011732086076,86.63195825348339,3.0835985647340682,0.8148982758409993,3.0660064331299326,6.207067974370109,7.757910222584047
1,57.71047677506394,43.167460410584006,49.8552084799818,47.50790441302346,44.090207411119096,1.47648182878862,0.6262527570909291,1.3837405695128313,3.754061721018986,2.1902187484367834
0,35.46346404241374,2.0815135077824154,15.25347907660672,35.28951847165527,16.629962101286637,0.6201095320161573,0.5361339419769484,0.7497463586283942,0.7435321016532122,0.8306961386377394
1,40.483560875083406,44.81919324562561,43.705363513954694,59.008836050966885,50.81233768749199,1.5961929706974873,0.614367643635477,1.913226228134345,3.1452307842902556,3.5308088785084424
0,15.314608619341556,27.362835456615706,14.212650573014187,28.659118676557995,23.092256727589913,0.8610409345262982,0.5045962297011111,0.029708305346752617,1.8007554577618623,0.16302207206788633
3,85.26398795865273,80.85258224636861,83.3755725356045,84.9253178100966,86.02511337553156,3.107845683986443,0.8877159802018011,3.368030052686807,6.816201296948411,6.080799360553934
0,27.13440359131608,9.788073805986341,19.970626985950016,25.624861962307545,25.60525661563689,0.1756438325388664,0.5011832835879773,0.2237824361164109,1.6137360868456836,0.6599916072215883
2,65.72372493368267,77.10616736368024,73.49361683157039,68.28002103362667,65.43537395347595,2.2533785948579514,0.7061320982835068,2.8152052811654618,4.860571252497515,5.45985121571463
4,92.52142260664652,95.8295294936452,99.6823512352617,92.98825831848667,94.0136748571716,3.9457750247064354,0.9805072160828102,4.845968144654641,9.401881878035505,9.043512875144229
0,15.250628763561892,2.7808616101278183,5.766530406973129,38.027522725585136,1.4927465430025766,0.9410270826575747,0.5282008336773056,0.20640886769189526,0.8623688143843622,0.8340037412193753
4,95.00938691749894,90.47683144249763,98.73017109941082,91.15390229009924,97.68756976531375,3.7848150521349986,0.9722820301114697,4.710827253434872,8.785518269109385,9.626146635031443
2,79.02292462810827,61.22245750651534,65.68356000780526,66.92787136100218,76.74199003577804,2.50137193457052,0.7146225749217914,2.7317560373014285,5.981418479123816,5.533418524388489
4,97.62108466697437,99.41875050147253,95.91372770001405,98.99088959960594,91.99236763485546,3.802692804006328,0.923728174859672,4.177057696782571,9.22469968400715,9.57208641946793
2,68.5864233387541,76.99742857122109,70.93473895967736,74.46282861174834,64.02887929259364,2.616307649846694,0.7572776516596994,2.4336959170082357,4.734782363245959,4.919453647898404
4,90.54366178440183,98.44940042018774,95.56948418628264,90.29101451322977,90.4203640219042,3.5851523524717477,0.9988635838489284,4.6203378054438,8.515638954173635,8.038898484984063
4,91.6852059214376,99.24216762243546,97.23358611718812,90.23099673424247,99.70383822792488,3.8432054408115652,0.9073444470159223,4.0260666069325985,8.079532740459232,8.34427394698306
1,49.118488486388344,50.10510780501821,47.63376611497992,50.33024925249149,56.14373136234458,1.4523511023484255,0.6400554597981832,1.4045918330458829,3.413132680497454,3.4826008565532516
0,32.55303600394817,9.89378684573376,12.763998529474225,19.37012224920087,14.428128116241282,0.5173819588480452,0.5043080970005924,0.15495823294762068,0.744314856390524,1.50634694349925
4,93.80695535677344,94.01348004238518,98.52834573185477,94.42991538656318,94.81908271469825,3.5151583021675776,0.9199226442655976,4.541896501120887,9.642508327557529,9.944597225402672
3,85.3849665074506,87.18864072883811,82.2009504027427,83.02343761839009,82.91966960650869,3.382278316265515,0.8907471026838505,3.8429175834609546,6.727736921244637,6.380373053820385
1,57.836097721702046,57.5206574304253,43.60492074622286,59.73277439627278,51.94487936644169,1.8354279612678819,0.6096460103789769,1.5247539386260374,2.7466583848500603,2.24585357630529
0,36.55185037706516,17.403637067980974,0.624297466210435,10.87949291933526,28.69233649334033,0.6194215539345466,0.5856855921375633,0.035983596208683966,1.5583620128135123,0.27757926747202877
1,44.31549992885379,50.70761910764122,44.21155564058373,49.80080412881124,48.94736955983744,1.7487236352966626,0.6177803238110081,1.0296572455967912,2.9789333135053075,2.3695762301482803
0,1.7437968717037755,37.27131973105013,20.741257332668333,16.195723872922652,34.94376773166494,0.5227060031721019,0.5861784846537703,0.6055031459041493,1.7697895412027858,1.056936679015749
2,66.1082106194303,62.14997274218858,70.77017746028227,63.40498851923484,70.3405172443762,2.6183533789785556,0.7538021963135675,2.3279815585256127,5.180271513409104,5.950422925948303
4,96.95802314825781,98.62299216974124,92.54420491195535,92.02618819125279,91.44253269077811,3.697285849231619,0.9878206674226844,4.5726665034718925,8.481289627028753,9.178862966001214
3,89.51112200976266,81.59307482251936,80.722741700412,89.18302742009773,86.22291375837642,3.395937132531256,0.8151703644651521,3.163637108915988,7.136543708600067,7.045376131293286
1,41.54063999968228,49.677227005812405,54.89281592690412,57.1655944571191,49.244619318156055,1.4682709302644925,0.6762036551307826,1.7768623528361118,2.0080033518694043,3.3467124607677423
1,40.56967621098543,44.36846257326119,55.159506971245996,43.98088611640705,58.71343726163452,1.6802129044188825,0.6680698596080576,1.8607197057335678,2.6247947494374384,2.147860781516313
1,57.68294425971443,52.05895261381208,59.95672792583123,57.51325247819027,47.83787841871827,1.6214293786195046,0.6542933387392962,1.8892256020848937,2.415904680995621,3.6307082683007312
1,54.96290538206282,51.17146843416532,58.000591410694355,44.18372260161685,48.057314783002084,1.7023145183857498,0.6810587344410972,1.3040745888313512,3.308375711205869,3.293759086638402
4,99.92248579155576,93.80007364240751,99.26062064517643,96.26546321747698,96.50773389781611,3.8926079375626115,0.9648276024427039,4.660735367624731,8.27207716699961,8.342383359181051
0,15.871715258626127,34.532140593804975,31.928153029757674,3.251220932827752,21.07944873305712,0.5127134815929951,0.587704692460775,0.2790423871302602,0.5801948935229462,1.2614308423988605
4,94.1605090513677,96.5981332028806,96.15502853382499,98.80369626259119,93.74449877538434,3.9065329746278343,0.9381062146785566,4.762756820811578,8.66261710864679,9.19241592513174
2,63.446236745948994,74.42410249923887,62.57091915209021,61.03000598930934,79.7954883136018,2.497257237271609,0.7589923178273815,2.120525002226324,4.00658645772777,4.129705970989601
4,91.15847152597338,91.50659738207669,96.22313297455878,95.54942889251137,93.02185509999417,3.9783171614319683,0.9870600842575712,4.762764811121161,8.093533136505668,8.533864395691513
4,95.78718010590238,98.83165677975617,90.55955860414626,97.79711525180385,92.77528791985029,3.8763358743073972,0.9214814064104134,4.439728637663535,8.622252255955045,8.781883245778562
2,67.28570002589665,63.340803272400365,77.70598222542384,62.33669472821362,77.28855257044206,2.171141649746064,0.7485741356616854,2.855549490435528,4.444712906383824,4.48977705895396
4,90.80316447945245,92.2278496420996,94.81821335414197,94.04480267500189,90.03372943550555,3.9147922356817157,0.9960741821728669,4.738930859986146,8.233813477230312,8.486323375590882
0,35.47948278093279,5.1222055398752175,27.89891327903201,1.678006059602004,8.050126436196305,0.5515876608066341,0.5473601801494684,0.3765196406964849,0.3083233127079159,1.1458969473948366
3,81.98356468249332,84.40359207968815,80.52243663695964,86.82752577339959,85.90446688261976,3.4922304789869325,0.8252829445195541,3.9035391853604526,7.671073922760172,6.941718034120878
2,74.97168694007065,77.75418463504619,70.68496845845651,66.14899189922704,63.249010556893296,2.7188190436735273,0.7351076238743238,2.2833371392753103,5.366639151025405,5.334584363456016
1,45.644571922362225,45.04895039219719,46.02526795706725,51.187904892769396,59.71607845447176,1.084390746570191,0.6885084119373446,1.9669886314359233,2.9682350620032993,3.9128141742198337
0,32.516193230111966,14.950136816918128,11.398730629489826,37.30929081681447,18.56782489686524,0.3949604276103488,0.595488303876755,0.7672033839556843,1.8177495524738652,1.3211120892024237
3,81.18396841427653,88.46066420075422,83.89655914703182,83.05858107994842,85.97364074960551,3.2586377013366334,0.8950107642686139,3.9906748512711894,6.059105581883237,7.164191864565083
0,30.24286440887046,24.712611190355567,0.025578434421396068,1.9450988654111079,6.414938604207725,0.8390136031598019,0.5698942391968571,0.053904616398477545,0.689869871887639,1.6951189833309954
0,3.9247549560204975,30.064655745851073,18.66643526880694,27.025110707948016,11.575124034877113,0.7293455343297727,0.5509601888824612,0.2740360458771308,1.6467674350081176,1.2641462211340715
1,48.93831575713887,44.28000098872229,49.73133367215877,55.73682269028335,52.29249565358831,1.369360070611639,0.6182688934907341,1.7412642565144734,3.256577989170643,2.331122540617602
3,87.34004350599605,87.16489863332575,88.63130915839064,89.57868559877576,85.49553373286398,3.3267163437513143,0.8123221012070465,3.9222497012503754,7.963374868983974,6.629497398916926
0,6.928735247476023,9.1044231456709,17.941024315299295,6.312035081026632,31.374557817646643,0.5769109078983793,0.5059766607641346,0.02877081711945295,1.8890298465764186,1.466720565368809
1,45.71329977693446,59.74627964421322,47.271125877353455,47.84279850232299,45.38466357148632,1.1260526089524068,0.6017714909508969,1.0000092959755849,2.339884982149967,3.47676476605404
2,77.29533984184395,71.19772312253474,79.89494102724927,76.8828092005095,73.07084293413068,2.2348586929986007,0.7878116722105682,2.256242629256248,5.943973994391343,5.974017500617919
1,57.70238641815292,53.91278516086274,51.424266492049924,56.13742786537759,45.819510114977305,1.3411223127143144,0.6809086315803344,1.8527786766315613,3.8910695719481447,3.253949756804613
4,90.44935452452727,91.18401584141503,94.7261320863414,96.24795707333863,95.8675261974612,3.5977417031817516,0.9567821380500471,4.767153102143225,8.747221890147365,9.799090376171812
1,43.3618117070595,45.01311960083139,49.918716690967585,45.38737090405388,52.100619353704175,1.1501338458300254,0.6998723254537713,1.340277462168857,3.9657605833779055,2.109160621179054
1,42.34943880545718,42.79481319128708,56.1836259501761,45.68070581301555,42.43678222708978,1.058197770130287,0.6953052072201641,1.0020112643454357,2.0716883046491215,3.132444689621297
1,43.59386189302606,47.80341430543446,46.81352737940322,42.48005989248285,50.97266221372532,1.8731025656089302,0.6655108970714706,1.554705740953727,3.3215011098265963,3.8396960494043912
0,38.8075089722509,11.365434568215939,15.566418507437824,36.87414695143639,0.47753199816729985,0.2889434179648537,0.5464574567040253,0.23795547145095086,0.5322956085288175,0.5744884703563911
3,85.51655248790456,87.3292225963057,87.55873359337465,81.72931514639446,85.01210751374691,3.145160301966783,0.815217071611313,3.7456089284998435,6.258926193190639,6.309753207588418
1,49.362247809098534,42.17417959256302,41.459674792275386,51.457732023598126,53.9504377721615,1.2062281374301556,0.6515593805254352,1.446349664382626,3.1550698498876932,2.7010203201935203
1,59.68934746185232,55.04118736900736,57.303383162865174,51.687028339642254,41.456654579799775,1.4753973718638829,0.6157743672885527,1.6786019230476672,2.6127006163703888,3.5844723344885376
4,95.56956129860735,90.45704824638588,94.3020269646797,93.69605441195269,99.38710816417027,3.7571209839611863,0.9398451304246189,4.85230882988829,9.333650687622303,8.169401629362632
4,96.61117927345525,92.02017837322393,95.81292975505649,93.52518461005455,94.58755531989455,3.60414067931254,0.9942648108432751,4.5357597995185035,9.07996210422884,9.200677316738169
2,66.6554109209836,75.83929983929205,75.1495231851967,73.37176837116559,78.76832551248124,2.6085703378636507,0.7341978989335637,2.3359555407282926,4.7851788018173185,4.271263211688553
2,67.64229729019037,74.8555328221579,65.3210384487869,67.76595555897077,62.14796847382265,2.722999959593749,0.7152787273643467,2.769543546015249,4.363644322629796,4.871064883094492
4,95.94409383809074,94.76326113918863,98.90314208320652,92.55115393338001,99.49902594419535,3.686920042982726,0.9582396604236215,4.265187239771178,9.202500394944353,9.93195400310331
3,80.69785784000464,80.49982715077552,89.79224972256611,83.99131702400031,81.09197099425347,3.292725848428719,0.8602364174127473,3.891518816106434,7.658461258951103,6.390288539693773
2,65.11765772089551,72.19787483338598,69.88548722812249,76.15324155331092,69.22991596902672,2.502301905164446,0.7193804242467916,2.0714276467329356,5.200008937018563,4.068033097692065
3,81.96811749460308,84.06724103974098,89.36937365032674,89.66478455131185,89.37992066726866,3.097774199178051,0.8196586587581961,3.8354686411085446,7.2210451115473715,6.854406677956085
4,90.15893393140004,93.16528150197969,90.01128622526983,96.35950230453845,92.32708200388872,3.865005494387289,0.9989549791324827,4.091555727270951,9.023674728295536,9.15539117538031
2,70.73802541040844,72.80821273653069,77.88475659271057,75.64202450968213,60.69569961717468,2.8014530278240475,0.7243281072862212,2.056136980409816,4.776480234656583,4.59503547006279
1,51.22105679047758,48.73229124403453,46.22090639502611,50.656497226252206,55.862213500564415,1.6487931155871676,0.6838192034783583,1.363256937348161,2.9149160832670926,3.083536006753385
4,93.8393922303726,90.92421100453178,93.11495424727602,96.24823142093437,95.9588363766901,3.661948013885526,0.947032382554598,4.956549354474828,9.979083514240164,9.906803892503975
2,65.37454938929582,78.31900941024689,64.56177729539878,79.7617331347312,70.27842385802882,2.9267924944093013,0.7434989238912728,2.9834860541916024,5.49933700421058,4.623541574832241
3,86.52059875994625,87.7849309945338,83.17013901150902,84.38418864701912,80.34343384353218,3.227679193997562,0.8294962416163753,3.202070500966159,6.861118927959989,6.618854062398581
3,81.34659161384457,80.56378191290553,82.13484583698636,80.662546969542,86.53231268806846,3.132939242692549,0.8773825796892332,3.148637555662066,6.914592799909041,6.965535795761909
2,70.37230063270668,70.50127740381392,78.11738212619943,79.1401383563871,63.432467037691296,2.4082346208219567,0.7880660878441555,2.3529533315547777,4.9992640154994845,5.030632671782708
3,87.6807398581062,80.83377562898629,88.99023727213367,87.93061720903547,89.31196680204695,3.346037545954105,0.826112746155908,3.337086840881074,7.318628388757626,6.002731851750171
2,63.28595967904945,76.7457971811697,62.044226298412454,67.96620735727143,73.71453902151364,2.845931785659249,0.7095096669349114,2.7595928827379748,4.931916468431029,5.23175026240968
2,75.06519077191638,72.26027922103944,62.85716857732985,79.64790107245537,74.14067776067674,2.3565754992828727,0.713691955288561,2.443999020746726,5.372358236878487,5.994714697329422
3,87.60794509153398,81.72449133573069,88.62018639010667,83.45535750348625,82.3258027261128,3.1163122230046874,0.8792803534766245,3.779883585734513,6.6583756132956955,6.584016098940913
0,2.397065929218196,0.8296537122480308,15.957510834909838,14.884807840321148,35.230153522268736,0.6264931318352048,0.5435826911319626,0.7487130970250458,0.8212792640422479,1.2616200925330583
1,40.37568652174364,40.63162024292841,43.38543354678556,52.194627063798414,50.75465141566402,1.9212151001062856,0.6131914658410723,1.5783104301259234,3.7281062494076944,2.0092433100680136
4,99.73935405988195,95.07365472064829,95.10669402436567,92.74347386155357,98.57084177814231,3.591646681779711,0.9340288206419625,4.833512099741655,8.657811309403085,9.208653224593796
1,43.8676531899765,54.68746957353548,48.3333609984019,53.97142970261466,45.41894949664552,1.8030193822993665,0.6514235482853052,1.1956477465527071,3.9288734663500033,2.8941366188556357
4,98.22139209100104,91.20840451333959,92.19161553737965,91.52850303950505,97.55461713098246,3.738303590743742,0.9852051683845008,4.1618104956605135,8.345009893969786,9.060586306929347
4,95.61850653045299,92.21284065914958,97.20752218277634,91.08025319358154,95.74566903660048,3.899756251981046,0.9641743254225175,4.750650258502668,8.483359631414345,9.087809934984767
1,45.289443150739935,46.54519890339064,52.62578624665462,50.69756015128311,40.96838611621163,1.505541149773291,0.617603280108,1.2447970621552955,2.927359501509816,2.3539059385997074
2,62.599408732376254,64.36153564122306,61.99323227110881,71.10987364788802,68.10684647546574,2.3773277743022194,0.7158702712358336,2.0027943838203845,5.594817452110739,5.53993624375858
3,84.96677273577727,83.91336562687158,89.25386714325343,81.0665506962969,81.83910465123465,3.348370500104825,0.8412334215633323,3.911960168644538,7.463150955256667,7.110939242020678
0,16.294192465177993,22.38460023060305,22.338798629202763,38.56705044524604,14.366943515150243,0.9006272945948973,0.5075192847701756,0.6229370580330629,0.34893203522877947,0.5403889189939883
0,27.955443404682715,27.39746992965237,10.008179482541673,22.93146630428335,15.334065370608897,0.32025173037018106,0.5755577195283873,0.4449376980079407,0.47337005193567383,1.8747630931308648
0,36.16674198190907,38.55100728828914,8.25167260289454,6.041399699877044,18.99713412113539,0.46074813499437184,0.5401453820303772,0.7257365100090378,1.150525978101675,0.025547420008112054
1,56.10496173926877,58.616873393663894,42.71895962744403,46.22885048664598,52.00580885456926,1.2294006266965225,0.634302377278139,1.3333317331152859,2.590329490597406,3.451874427999578
1,45.48904100409624,51.40253949657829,48.49274812780702,56.00468427866325,51.41955304996398,1.1834094636173509,0.6509108332391436,1.9536660570954179,2.844650648959207,2.7624703713142074
2,77.57866436904612,74.68300112912709,62.710820261816735,70.46463055731064,60.7798280940999,2.777890142392175,0.7708956803762848,2.068620288947411,4.973188350974057,5.045089662622614
0,33.335652564184166,38.03488818501712,16.632656503809045,7.525933941862224,30.027568739548872,0.20066411668844242,0.5569346944493052,0.640948190662361,1.1884920107008092,0.5830194988911632
2,78.58272467443537,61.6694388908281,62.975408564682354,62.056979441236095,78.98367768945536,2.79331817133445,0.7802402781721988,2.7772894828612733,4.50210264887853,4.642504352526706
0,18.34643284151951,0.22539039445716558,26.272300860955575,17.23097648949939,13.947251559398666,0.4292170518402645,0.5629362563870117,0.4691259078935094,0.3262802871099191,0.030332429221802792
1,55.371503448187966,40.595995274591665,55.70484043372716,46.74829417372868,43.59493802676517,1.9950487234077157,0.6787970267408263,1.754968355066036,2.797126775588053,3.4596901774238047
3,85.9165806552367,85.63349362372963,85.49522747522758,86.55917352481974,85.40001563115385,3.0986707090956447,0.8696782273564675,3.9269103978785695,6.1640524497112,7.421596821601437
3,83.10502752549483,87.62833425302534,86.80056874854897,89.25246986951166,87.04912928244144,3.046488996256413,0.8193122840263737,3.7439939006792846,7.0535303421818245,7.308716400814444
3,89.94431002542763,83.67074950745035,89.38378737084061,82.47730285774159,86.78904894527663,3.037716534801748,0.8052354450185799,3.309366867136311,7.6792103184699485,7.755901361168016
3,80.38307466839662,85.45239174727618,86.38371529570608,88.55233933282845,86.12109577500858,3.4177090023621,0.8903396800503381,3.5618463747192024,6.237951318865437,7.802535161116868
4,91.62272572559074,95.16366318548538,93.64158198183883,99.204619784452,91.46232252128209,3.7188881555291715,0.9945656165382084,4.911603517859623,8.225461064259058,9.11288863885051
0,35.701694501275796,3.7908356636807827,17.97920634699662,36.08010397879606,33.47299577611993,0.003124349647371627,0.5726932296631472,0.4490977254824927,0.16043559773470428,1.3696469841341254
3,80.60562843412633,83.21588264224049,88.60525226072036,89.52077329945435,84.25621562418816,3.437385681251668,0.872420582269595,3.681698494915715,7.695722579523804,6.02199680214092
4,98.86820667343522,90.19435155182302,91.30720318950097,98.42108622129275,92.2146858303187,3.9384605034551523,0.927014708049411,4.465514725128872,8.161409789856325,9.692686117750398
4,97.15221476058201,91.1070568880651,93.25737022450433,95.9348600539667,90.86266141063096,3.9032083370093953,0.9542441708881833,4.121344156940362,9.966924070768805,9.632826848258995
4,90.36684005394542,98.11858222909778,95.77280068970484,94.09846098710241,94.16719114973048,3.6241592415124213,0.9992239663704608,4.058597635876275,8.716662588092236,8.04049723684699
2,68.58640085708353,76.58826994496638,73.5277913881687,69.83375572067543,72.35946093694615,2.372752720067173,0.785614359807002,2.952273959628687,4.6575243182849535,5.085650433483437
2,75.08942950004474,76.0389264009014,75.2699815086341,77.4522434975517,73.30755418303015,2.7449262251954836,0.7304394352551996,2.6125417734210954,4.183263504194098,5.813311140874539
4,95.831002846308,97.26818640952237,93.18206795996088,93.01398377417182,99.62736911397256,3.7446765627037926,0.930104586569789,4.103814913122491,9.171282425276834,8.362775974062561
3,89.35871291964457,87.93312846399901,81.4585913400915,81.59261694341095,81.53148083663757,3.0769132883617765,0.8483577291148059,3.857438558469838,7.171764424705583,6.705289843114196
0,34.70576131647999,26.839293650780736,38.19356838706239,5.632768725351807,39.43094660790208,0.2427982645276724,0.5404598666167785,0.5226931365108133,0.9876116545802855,0.6621073570373621
1,46.65295270668292,53.39666677632577,41.52784434264079,56.539892198100006,53.093517611444554,1.9725895367515573,0.6371153046280175,1.7719321122398732,2.6220402944317676,2.711880950799503
2,61.69254391040181,73.34723594983616,61.91610711573771,75.22971372660196,69.08458115414403,2.151013117427106,0.7626971908806104,2.126756195625415,4.737161780130842,4.083772060910205
3,89.44257039645652,85.14042789678204,84.94942541901969,84.97645341046342,88.88194225848159,3.363040378339094,0.8011492469633538,3.906910431829586,6.641006787347476,6.558035367530733
3,85.17286767767926,83.63347233464845,88.19271028143598,82.74871428092153,86.94479741953393,3.2390091533297696,0.8763339636033277,3.5905354396820255,6.852292816561004,6.589712625400471
1,41.48795248743897,54.6039053232311,55.49008212710653,53.55226351085223,46.974344297140306,1.7486016595521598,0.6740052996675785,1.738260680749041,2.683576210962452,3.731744096979182
1,56.33151226718559,45.972920271734836,58.753985323881835,40.768661948649395,57.68171393152923,1.6611132411443932,0.6830325680594701,1.031379688016853,3.3510346397305,2.704232014263405
3,88.68506470685391,85.4290213147762,81.41602575612988,85.68227815666661,86.66615456819535,3.2195835952771628,0.8841450673306813,3.315304900199003,6.59157294469454,6.894433479787103
1,52.78849280353142,48.667112404357624,47.51454514124872,47.96850337478927,53.97674711588439,1.3539108246830671,0.6566399694760469,1.2674454143954117,2.7016764629889085,2.7614761197607773
3,84.4750896568634,82.766222770937,82.8214212872171,89.77859633811968,88.96389888086026,3.3771796271780627,0.8780073935623292,3.949594995287871,6.870919769578296,6.2413468992031635
1,53.24346024647146,59.49379840904926,57.217402471093436,50.151204982210515,48.968324159381105,1.3231412062598265,0.6492395125480519,1.185338568880336,2.0079236685418005,3.980713515451248
1,54.133673914102474,45.17503290403639,49.767092405624005,51.04535504900536,53.13808211919513,1.7877714800885685,0.69515298364183,1.7070517267140926,2.984165148441784,3.6516503814094614
3,88.93029958085968,83.0929306372303,80.26847934415666,87.12362663442819,87.44689021637781,3.339921533166226,0.8190698529787435,3.042753537749293,6.511639606385869,7.081840614054734
4,99.55861680374738,91.61587501758068,97.07964406838397,94.84538481125647,94.53940058130782,3.7888345851165846,0.99156170920739,4.197684085694238,8.112300908049036,8.952728988778343
3,85.14320932390912,88.22980625314291,83.88698097826602,82.24568619276751,80.83452115737794,3.1844004424511487,0.8258530361267723,3.338597354254353,7.82204259752959,7.298509450926018
0,31.9397813410625,23.463576022179573,21.245870534840492,21.49111386193792,30.85759076377443,0.20508135776637493,0.5102723373686852,0.7945058478747417,0.644837467773864,0.6528622970464764
1,59.290191119833096,52.26078512944771,57.875748540199965,58.88537741781441,40.95632705486724,1.710419801240664,0.6439104447406967,1.7899765800618004,2.8521705273454083,2.100565740708957
